"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","成約価格情報","13109","東京都","品川区","二葉","西大井",5,23000000,"１Ｒ",25,"2016年","ＲＣ","","","","","","2023年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","二葉","","",30000000,"１Ｋ",20,"","","","","","","","2023年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","八潮","大井競馬場前",12,39000000,"３ＬＤＫ",75,"1983年","ＳＲＣ","","","","","","2023年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","八潮","大井競馬場前",10,47000000,"４ＬＤＫ",105,"1983年","ＲＣ","","","１種住居","","","2023年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","八潮","","",31000000,"１ＬＤＫ",80,"","","","","","","","2023年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","八潮","大井競馬場前",15,36000000,"３ＬＤＫ",80,"1983年","ＲＣ","","","","","","2023年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","八潮","大井競馬場前",12,45000000,"２ＬＤＫ",90,"1983年","ＳＲＣ","","","１種住居","","","2023年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","豊町","戸越",8,75000000,"２ＬＤＫ",70,"2000年","ＲＣ","","","１中住専","","","2023年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","豊町","戸越公園",8,71000000,"３ＬＤＫ",70,"2000年","ＲＣ","","","１中住専","","","2023年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","小山","武蔵小山",1,120000000,"２ＬＤＫ",65,"2019年","ＲＣ","","","商業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","小山","不動前",6,80000000,"２ＬＤＫ",55,"2013年","ＲＣ","","","準工業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","小山","西小山",4,66000000,"３ＬＤＫ",85,"1991年","ＲＣ","","","近隣商業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","小山","武蔵小山",1,140000000,"３ＬＤＫ",75,"2019年","ＲＣ","","","商業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","小山","武蔵小山",2,140000000,"２ＬＤＫ",75,"2021年","ＲＣ","","","近隣商業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","小山","武蔵小山",5,22000000,"１Ｋ",20,"2006年","ＲＣ","","","近隣商業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","小山","不動前",6,63000000,"３ＤＫ",60,"2000年","ＲＣ","","","準工業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","小山","武蔵小山",9,67000000,"２ＬＤＫ",55,"2003年","ＲＣ","","","準工業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","小山","武蔵小山",3,15000000,"１Ｋ",25,"1982年","ＲＣ","","","","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","小山","武蔵小山",1,140000000,"３ＬＤＫ",75,"2019年","ＲＣ","","","商業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","小山","不動前",5,40000000,"１ＬＤＫ",45,"1979年","ＲＣ","","","準工業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","小山","武蔵小山",1,110000000,"２ＬＤＫ",65,"2019年","ＲＣ","","","商業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","小山","武蔵小山",1,140000000,"３ＬＤＫ＋Ｓ",75,"2019年","ＲＣ","","","商業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","小山","","",22000000,"１Ｋ",20,"","","","","","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","西中延","荏原中延",6,97000000,"３ＬＤＫ",75,"2010年","ＲＣ","","","１中住専","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東大井","品川シーサイド",5,84000000,"３ＬＤＫ",70,"2018年","ＲＣ","","","準工業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東大井","品川シーサイド",3,53000000,"１ＬＤＫ",45,"2008年","ＲＣ","","","準工業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東大井","大井町",5,86000000,"２ＬＤＫ＋Ｓ",70,"2017年","ＲＣ","","","商業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東大井","品川シーサイド",3,80000000,"３ＬＤＫ",75,"2008年","ＲＣ","","","準工業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東大井","品川シーサイド",3,51000000,"１ＬＤＫ",45,"2008年","ＲＣ","","","準工業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東大井","大井町",7,75000000,"３ＬＤＫ",75,"2004年","ＲＣ","","","１中住専","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東大井","大井町",4,18000000,"１Ｋ",20,"1993年","ＳＲＣ","","","商業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東大井","大井町",4,28000000,"１Ｒ",30,"1998年","ＲＣ","","","商業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東大井","大井町",10,90000000,"３ＬＤＫ",80,"2008年","ＲＣ","","","１種住居","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東大井","立会川",1,73000000,"３ＬＤＫ＋Ｓ",70,"2008年","ＲＣ","","","商業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東大井","品川シーサイド",5,63000000,"２ＬＤＫ",60,"2018年","ＲＣ","","","準工業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東大井","大井町",7,30000000,"１ＬＤＫ",30,"1992年","ＲＣ","","","","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東大井","大井町",3,90000000,"２ＬＤＫ",60,"2014年","ＲＣ","","","１種住居","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東大井","大井町",10,64000000,"３ＬＤＫ",60,"2014年","ＲＣ","","","準工業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東大井","大井町",7,70000000,"２ＬＤＫ",60,"2014年","ＲＣ","","","１中住専","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東品川","天王洲アイル",5,82000000,"２ＬＤＫ",70,"2018年","ＲＣ","","","準工業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東品川","品川シーサイド",3,80000000,"２ＬＤＫ",70,"2019年","ＲＣ","","","準工業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東品川","天王洲アイル",3,50000000,"１ＬＤＫ",50,"2005年","ＲＣ","","","商業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東品川","品川シーサイド",6,81000000,"２ＬＤＫ",65,"2019年","ＲＣ","","","準工業","","","2023年第3四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東品川","天王洲アイル",7,130000000,"２ＬＤＫ＋Ｓ",105,"2005年","ＲＣ","","","準工業","","","2023年第3四半期","",""
